-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2015 through 12/31/2023 in LST
Location: Latitude  25.2048   Longitude 55.2708 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 20.89 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,T2M,WS10M,ALLSKY_SFC_SW_DWN,RH2M
2022,2,21,14,24.45,8.5,649.5,56.68
2022,2,21,15,23.62,9.47,494.73,60.68
2022,2,21,16,22.67,9.81,294.58,61.96
2022,2,21,17,21.66,9.47,92.32,62.09
2022,2,21,18,20.74,8.47,0.0,63.69
2022,2,21,19,20.22,7.94,0.0,65.8
2022,2,21,20,19.97,7.8,0.0,67.54
2022,2,21,21,19.83,7.92,0.0,68.76
2022,2,21,22,19.65,8.05,0.0,69.94
2022,2,21,23,19.44,8.17,0.0,71.42
2022,2,22,0,19.18,7.92,0.0,73.13
2022,2,22,1,18.97,7.83,0.0,74.44
2022,2,22,2,18.88,7.84,0.0,74.84
2022,2,22,3,18.67,7.45,0.0,75.89
2022,2,22,4,18.5,7.17,0.0,76.46
2022,2,22,5,18.39,6.92,0.0,76.56
2022,2,22,6,18.29,6.54,0.0,76.62
2022,2,22,7,19.34,6.68,78.15,71.86
2022,2,22,8,20.51,6.89,259.8,66.41
2022,2,22,9,21.26,6.59,448.77,62.81
2022,2,22,10,21.85,6.4,568.03,60.59
2022,2,22,11,22.3,6.29,736.25,58.75
2022,2,22,12,22.55,6.35,769.3,57.99
2022,2,22,13,22.65,6.59,745.75,57.66
2022,2,22,14,22.62,6.8,631.28,58.03
2022,2,22,15,22.38,6.93,470.55,59.47
2022,2,22,16,21.96,6.9,277.0,61.4
2022,2,22,17,21.37,6.12,87.93,63.68
2022,2,22,18,20.47,4.63,0.0,67.74
2022,2,22,19,20.06,4.13,0.0,69.85
2022,2,22,20,19.75,3.91,0.0,71.5
2022,2,22,21,19.48,3.86,0.0,73.15
2022,2,22,22,19.21,3.83,0.0,74.96
2022,2,22,23,18.96,3.72,0.0,76.48
2022,2,23,0,18.71,3.62,0.0,78.03
2022,2,23,1,18.47,3.56,0.0,79.64
2022,2,23,2,18.26,3.53,0.0,81.45
2022,2,23,3,18.13,3.5,0.0,83.13
2022,2,23,4,18.08,3.27,0.0,84.42
2022,2,23,5,18.13,2.9,0.0,85.12
2022,2,23,6,18.27,2.51,0.0,85.2
2022,2,23,7,19.3,1.98,79.78,80.59
2022,2,23,8,20.63,1.75,272.9,73.6
2022,2,23,9,21.53,1.35,470.52,68.48
2022,2,23,10,22.4,1.35,657.5,63.59
2022,2,23,11,23.19,1.91,776.9,59.63
2022,2,23,12,23.74,2.81,818.83,57.59
2022,2,23,13,23.94,3.55,774.7,57.45
2022,2,23,14,23.83,4.12,710.5,58.78
2022,2,23,15,23.44,4.37,508.6,61.17
2022,2,23,16,22.78,4.26,302.98,64.99
2022,2,23,17,21.83,3.99,97.57,70.72
2022,2,23,18,20.63,3.2,0.0,78.66
2022,2,23,19,20.06,2.87,0.0,82.75
2022,2,23,20,19.7,2.62,0.0,84.58
2022,2,23,21,19.45,2.55,0.0,85.7
2022,2,23,22,19.23,2.62,0.0,86.83
2022,2,23,23,18.99,2.75,0.0,88.14
2022,2,24,0,18.75,2.84,0.0,89.39
2022,2,24,1,18.49,2.9,0.0,90.85
2022,2,24,2,18.29,2.79,0.0,91.44
2022,2,24,3,18.22,2.45,0.0,90.69
2022,2,24,4,18.21,2.08,0.0,89.74
2022,2,24,5,18.21,1.74,0.0,88.93
2022,2,24,6,18.15,1.56,0.0,88.69
2022,2,24,7,18.61,1.47,92.53,86.3
2022,2,24,8,19.69,1.35,298.7,79.88
2022,2,24,9,20.77,1.17,509.23,72.24
2022,2,24,10,21.97,1.29,717.25,64.38
2022,2,24,11,23.02,1.78,805.62,58.94
2022,2,24,12,23.76,2.47,822.42,55.67
2022,2,24,13,24.2,3.16,774.3,53.7
2022,2,24,14,24.32,3.63,679.4,52.7
2022,2,24,15,24.09,3.84,512.08,53.52
2022,2,24,16,23.51,3.79,305.35,56.36
2022,2,24,17,22.36,3.59,99.57,63.4
2022,2,24,18,20.78,3.29,0.0,75.03
2022,2,24,19,20.16,3.29,0.0,81.05
2022,2,24,20,19.75,3.22,0.0,84.14
2022,2,24,21,19.45,3.08,0.0,85.74
2022,2,24,22,19.27,2.86,0.0,86.42
2022,2,24,23,19.2,2.54,0.0,86.49
2022,2,25,0,19.17,2.09,0.0,86.27
2022,2,25,1,19.11,1.53,0.0,86.19
2022,2,25,2,19.02,0.94,0.0,85.91
2022,2,25,3,18.72,0.5,0.0,86.77
2022,2,25,4,18.33,0.82,0.0,88.37
2022,2,25,5,17.83,1.48,0.0,90.98
2022,2,25,6,17.37,2.0,0.0,93.14
2022,2,25,7,18.11,2.09,93.7,87.66
2022,2,25,8,19.42,1.83,300.38,78.11
2022,2,25,9,21.08,0.57,509.27,66.58
2022,2,25,10,23.31,0.35,663.7,51.64
2022,2,25,11,24.47,1.06,793.78,47.44
2022,2,25,12,25.12,1.82,822.72,46.5
2022,2,25,13,25.51,2.53,791.65,46.32
2022,2,25,14,25.63,3.03,719.72,46.39
2022,2,25,15,25.45,3.26,513.72,47.32
2022,2,25,16,24.91,3.48,305.92,49.52
2022,2,25,17,23.65,3.61,99.72,56.21
2022,2,25,18,22.01,3.49,0.0,67.62
2022,2,25,19,21.39,3.14,0.0,72.91
2022,2,25,20,21.04,2.55,0.0,73.99
2022,2,25,21,20.88,1.93,0.0,73.1
2022,2,25,22,20.94,1.22,0.0,71.52
2022,2,25,23,20.85,0.69,0.0,71.04
2022,2,26,0,20.51,0.85,0.0,72.32
2022,2,26,1,20.03,1.31,0.0,74.87
2022,2,26,2,19.57,1.68,0.0,76.73
2022,2,26,3,19.25,1.98,0.0,77.25
2022,2,26,4,19.02,2.28,0.0,76.62
2022,2,26,5,18.84,2.66,0.0,74.94
2022,2,26,6,18.76,3.15,0.0,71.88
2022,2,26,7,20.02,3.31,89.25,62.79
2022,2,26,8,22.29,3.75,286.3,50.82
2022,2,26,9,24.58,2.81,496.77,40.99
2022,2,26,10,26.88,1.62,559.28,35.31
2022,2,26,11,28.2,1.59,816.67,32.21
2022,2,26,12,28.61,2.23,820.33,33.92
2022,2,26,13,28.67,2.65,762.33,35.01
2022,2,26,14,28.5,2.8,678.95,36.12
2022,2,26,15,28.08,2.81,519.17,37.89
2022,2,26,16,27.38,2.83,304.1,40.67
2022,2,26,17,25.61,2.85,104.35,48.43
2022,2,26,18,23.73,3.25,0.0,59.01
2022,2,26,19,23.03,3.35,0.0,64.67
2022,2,26,20,22.56,3.45,0.0,67.61
2022,2,26,21,22.18,3.72,0.0,69.2
2022,2,26,22,21.83,3.88,0.0,69.83
2022,2,26,23,21.53,3.89,0.0,69.56
2022,2,27,0,21.38,3.93,0.0,68.04
2022,2,27,1,21.49,3.81,0.0,65.05
2022,2,27,2,21.71,3.23,0.0,61.76
2022,2,27,3,22.0,2.56,0.0,58.2
2022,2,27,4,21.82,3.32,0.0,56.82
2022,2,27,5,21.71,4.37,0.0,54.25
2022,2,27,6,21.83,5.96,0.0,50.62
2022,2,27,7,22.1,7.46,90.8,47.03
2022,2,27,8,22.64,6.5,271.7,44.74
2022,2,27,9,24.4,5.61,495.83,42.05
2022,2,27,10,25.99,5.06,618.4,44.4
2022,2,27,11,27.07,4.7,780.75,45.83
2022,2,27,12,28.0,4.35,799.12,44.13
2022,2,27,13,28.51,3.95,768.22,42.88
2022,2,27,14,28.63,3.46,680.67,42.35
2022,2,27,15,28.41,3.01,489.85,42.84
2022,2,27,16,27.75,2.93,271.02,45.05
2022,2,27,17,26.1,2.82,92.9,51.5
2022,2,27,18,24.22,2.93,0.0,61.66
2022,2,27,19,23.51,2.81,0.0,68.43
2022,2,27,20,23.06,2.41,0.0,73.43
2022,2,27,21,22.7,2.0,0.0,76.74
2022,2,27,22,22.5,1.71,0.0,78.02
2022,2,27,23,22.53,1.34,0.0,77.22
2022,2,28,0,22.68,0.92,0.0,75.74
2022,2,28,1,22.53,1.0,0.0,77.46
2022,2,28,2,22.15,1.53,0.0,79.85
2022,2,28,3,21.72,1.97,0.0,83.86
2022,2,28,4,21.42,2.36,0.0,87.38
2022,2,28,5,21.34,2.52,0.0,89.3
2022,2,28,6,21.17,2.5,0.0,90.87
2022,2,28,7,22.12,2.44,86.12,86.4
2022,2,28,8,23.28,2.6,255.88,78.63
2022,2,28,9,24.28,2.33,483.48,70.16
2022,2,28,10,25.07,1.83,663.1,64.5
2022,2,28,11,25.9,1.87,786.75,58.92
2022,2,28,12,26.71,2.69,810.3,54.12
2022,2,28,13,26.84,3.77,771.92,53.25
2022,2,28,14,26.55,4.84,659.05,54.27
2022,2,28,15,25.85,5.55,497.8,56.71
2022,2,28,16,24.79,5.75,291.17,60.93
2022,2,28,17,23.5,5.78,101.88,66.82
2022,2,28,18,22.47,5.43,0.0,72.86
2022,2,28,19,22.11,4.63,0.0,75.84
2022,2,28,20,21.85,3.83,0.0,77.52
2022,2,28,21,21.58,3.54,0.0,78.81
2022,2,28,22,21.32,3.52,0.0,79.92
2022,2,28,23,21.11,3.7,0.0,80.61
2022,3,1,0,20.96,3.94,0.0,80.16
2022,3,1,1,20.83,4.14,0.0,78.43
2022,3,1,2,20.66,4.38,0.0,76.8
2022,3,1,3,20.45,4.55,0.0,75.8
2022,3,1,4,20.2,4.6,0.0,75.03
2022,3,1,5,19.9,4.64,0.0,75.1
2022,3,1,6,19.64,4.57,0.0,75.67
2022,3,1,7,20.87,4.45,106.43,70.3
2022,3,1,8,22.09,4.88,312.9,64.74
2022,3,1,9,22.92,5.09,524.8,60.42
2022,3,1,10,23.56,5.42,689.72,58.35
2022,3,1,11,24.12,5.77,831.1,56.07
2022,3,1,12,24.5,6.03,847.4,54.14
2022,3,1,13,24.64,6.49,822.88,52.92
2022,3,1,14,24.5,6.9,706.9,52.65
2022,3,1,15,24.08,6.84,544.05,53.34
2022,3,1,16,23.41,6.64,335.4,55.98
2022,3,1,17,22.47,6.41,121.8,60.88
2022,3,1,18,21.28,5.28,0.0,67.2
2022,3,1,19,20.72,4.84,0.0,70.25
2022,3,1,20,20.33,4.78,0.0,72.52
2022,3,1,21,20.04,4.86,0.0,74.46
2022,3,1,22,19.79,4.74,0.0,75.88
2022,3,1,23,19.55,4.39,0.0,76.91
2022,3,2,0,19.35,4.03,0.0,77.77
2022,3,2,1,19.09,3.73,0.0,78.79
2022,3,2,2,18.74,3.72,0.0,80.59
2022,3,2,3,18.43,3.87,0.0,82.56
2022,3,2,4,18.19,3.91,0.0,84.0
2022,3,2,5,18.05,3.64,0.0,84.58
2022,3,2,6,18.04,3.05,0.0,83.86
2022,3,2,7,19.2,2.64,117.4,78.1
2022,3,2,8,20.63,2.51,331.0,71.03
2022,3,2,9,21.76,2.28,547.88,64.74
2022,3,2,10,22.73,2.49,690.97,60.67
2022,3,2,11,23.52,2.94,828.47,57.75
2022,3,2,12,24.06,3.44,886.7,55.2
2022,3,2,13,24.36,3.79,828.92,53.17
2022,3,2,14,24.39,3.84,690.8,52.3
2022,3,2,15,24.2,3.68,556.58,52.51
2022,3,2,16,23.76,3.48,345.25,54.19
2022,3,2,17,22.81,3.13,129.57,59.31
2022,3,2,18,21.24,2.83,0.0,69.5
2022,3,2,19,20.64,3.01,0.0,75.13
2022,3,2,20,20.21,3.0,0.0,78.41
2022,3,2,21,19.89,2.67,0.0,80.05
2022,3,2,22,19.83,2.14,0.0,79.35
2022,3,2,23,19.83,1.7,0.0,78.67
2022,3,3,0,19.58,1.73,0.0,80.14
2022,3,3,1,19.15,2.0,0.0,82.78
2022,3,3,2,18.87,2.04,0.0,84.39
2022,3,3,3,18.81,1.68,0.0,84.34
2022,3,3,4,18.74,1.21,0.0,84.21
2022,3,3,5,18.53,0.83,0.0,85.07
2022,3,3,6,18.16,1.14,0.0,86.89
2022,3,3,7,18.66,1.87,120.3,84.85
2022,3,3,8,19.8,2.1,329.73,79.27
2022,3,3,9,21.17,1.26,540.6,71.71
2022,3,3,10,22.47,0.5,747.08,63.1
2022,3,3,11,23.78,0.79,828.25,55.75
2022,3,3,12,25.19,1.27,858.3,47.13
2022,3,3,13,26.02,2.01,837.28,43.57
2022,3,3,14,26.19,2.78,687.12,44.2
2022,3,3,15,26.0,2.95,553.22,45.54
2022,3,3,16,25.56,2.69,341.9,47.28
2022,3,3,17,24.4,2.55,127.9,53.25
2022,3,3,18,22.55,2.64,0.0,65.75
2022,3,3,19,21.82,2.37,0.0,72.28
2022,3,3,20,21.42,2.17,0.0,74.3
2022,3,3,21,21.17,1.89,0.0,74.31
2022,3,3,22,20.77,2.03,0.0,75.79
2022,3,3,23,20.33,2.34,0.0,78.1
2022,3,4,0,20.04,2.71,0.0,79.72
2022,3,4,1,20.01,3.05,0.0,78.73
2022,3,4,2,19.92,3.33,0.0,76.79
2022,3,4,3,19.62,3.51,0.0,74.71
2022,3,4,4,19.47,3.67,0.0,71.31
2022,3,4,5,19.29,4.12,0.0,67.69
2022,3,4,6,19.23,4.82,3.25,62.05
2022,3,4,7,20.81,5.76,89.15,49.75
2022,3,4,8,22.35,6.07,267.83,40.52
2022,3,4,9,24.52,5.75,446.88,33.31
2022,3,4,10,26.5,5.59,649.95,30.46
2022,3,4,11,27.56,5.17,780.12,31.33
2022,3,4,12,28.22,4.89,733.75,30.54
2022,3,4,13,28.78,4.51,664.0,29.7
2022,3,4,14,29.01,4.02,543.05,29.49
2022,3,4,15,28.88,3.43,420.6,29.82
2022,3,4,16,28.25,2.49,243.57,31.76
2022,3,4,17,26.53,1.86,78.32,38.05
2022,3,4,18,25.65,1.94,2.83,40.19
2022,3,4,19,25.31,2.11,0.0,41.09
2022,3,4,20,24.63,2.55,0.0,44.26
2022,3,4,21,23.83,3.12,0.0,48.46
2022,3,4,22,23.17,3.7,0.0,51.15
2022,3,4,23,22.84,4.07,0.0,50.6
2022,3,5,0,22.73,4.39,0.0,47.49
2022,3,5,1,22.69,4.44,0.0,44.55
2022,3,5,2,22.68,4.37,0.0,42.99
2022,3,5,3,22.56,4.27,0.0,42.78
2022,3,5,4,22.31,3.64,0.0,42.91
2022,3,5,5,21.98,2.66,0.0,44.12
2022,3,5,6,21.42,2.45,3.3,48.72
2022,3,5,7,22.1,3.1,73.05,49.5
2022,3,5,8,23.19,3.64,215.25,46.48
2022,3,5,9,25.06,3.0,357.05,40.0
2022,3,5,10,26.66,2.76,535.22,41.05
2022,3,5,11,27.71,3.26,692.8,39.05
2022,3,5,12,28.13,3.53,695.88,38.2
2022,3,5,13,28.13,3.39,619.3,38.79
2022,3,5,14,27.93,3.43,558.2,39.68
2022,3,5,15,27.25,3.1,421.27,42.6
2022,3,5,16,26.44,2.87,249.23,48.39
2022,3,5,17,25.33,2.75,87.43,57.43
2022,3,5,18,24.22,2.64,3.33,66.83
2022,3,5,19,23.51,2.64,0.0,71.97
2022,3,5,20,23.04,2.62,0.0,74.13
2022,3,5,21,22.69,2.59,0.0,75.67
2022,3,5,22,22.31,2.43,0.0,78.55
2022,3,5,23,21.95,2.2,0.0,81.43
2022,3,6,0,21.63,1.93,0.0,82.56
2022,3,6,1,21.57,1.5,0.0,80.78
2022,3,6,2,21.67,0.95,0.0,77.73
2022,3,6,3,21.71,0.49,0.0,75.31
2022,3,6,4,21.57,0.59,0.0,75.1
2022,3,6,5,21.45,0.99,0.0,76.5
2022,3,6,6,21.45,1.34,3.8,78.87
2022,3,6,7,22.02,1.26,91.78,78.82
2022,3,6,8,23.14,1.43,254.23,73.63
2022,3,6,9,24.78,1.78,478.5,64.59
2022,3,6,10,26.09,2.14,684.72,56.52
2022,3,6,11,27.22,2.87,752.55,50.53
2022,3,6,12,27.72,3.83,697.28,49.16
2022,3,6,13,27.78,4.49,774.75,49.33
2022,3,6,14,27.58,4.51,683.2,50.04
2022,3,6,15,27.2,4.43,503.7,51.46
2022,3,6,16,26.5,4.47,278.5,54.82
2022,3,6,17,25.29,4.11,91.18,62.48
2022,3,6,18,23.6,3.48,3.28,75.3
2022,3,6,19,22.9,3.24,0.0,81.95
2022,3,6,20,22.48,2.98,0.0,84.93
2022,3,6,21,22.26,2.57,0.0,85.96
2022,3,6,22,22.24,2.09,0.0,85.87
2022,3,6,23,22.25,1.68,0.0,86.27
2022,3,7,0,22.15,1.34,0.0,87.96
2022,3,7,1,21.8,1.28,0.0,91.58
2022,3,7,2,21.51,1.32,0.0,94.73
2022,3,7,3,21.54,1.24,0.0,95.29
2022,3,7,4,21.58,1.03,0.0,94.94
2022,3,7,5,21.6,0.58,0.0,94.19
2022,3,7,6,21.46,0.31,3.95,93.74
2022,3,7,7,21.72,1.54,97.55,90.17
2022,3,7,8,22.9,2.83,268.62,76.41
2022,3,7,9,24.96,3.02,470.85,55.92
2022,3,7,10,27.22,2.65,672.58,43.66
2022,3,7,11,28.8,2.65,788.8,38.65
2022,3,7,12,30.07,3.04,837.47,33.28
2022,3,7,13,30.75,3.46,815.33,31.22
2022,3,7,14,30.91,3.62,686.88,31.09
2022,3,7,15,30.84,3.4,421.4,31.0
2022,3,7,16,30.5,2.79,264.55,31.14
2022,3,7,17,28.67,1.57,90.72,36.89
2022,3,7,18,27.28,0.71,3.33,41.88
2022,3,7,19,26.83,0.76,0.0,43.34
2022,3,7,20,26.13,2.22,0.0,44.39
2022,3,7,21,25.47,3.07,0.0,47.69
2022,3,7,22,24.91,3.36,0.0,50.11
2022,3,7,23,24.63,3.73,0.0,49.44
2022,3,8,0,24.49,4.83,0.0,46.29
2022,3,8,1,24.12,6.05,0.0,44.97
2022,3,8,2,23.58,6.51,0.0,46.28
2022,3,8,3,23.01,6.62,0.0,48.55
2022,3,8,4,22.59,7.13,0.0,50.23
2022,3,8,5,22.31,8.07,0.0,51.42
2022,3,8,6,22.19,8.74,4.38,52.9
2022,3,8,7,22.7,9.44,76.62,53.63
2022,3,8,8,24.31,9.54,211.85,51.75
2022,3,8,9,26.59,9.76,368.15,47.42
2022,3,8,10,28.37,9.62,568.3,43.3
2022,3,8,11,29.85,9.53,661.83,38.39
2022,3,8,12,30.96,9.49,649.7,33.48
2022,3,8,13,31.49,9.15,723.6,30.86
2022,3,8,14,31.7,8.32,607.78,30.26
2022,3,8,15,31.6,7.36,451.0,30.6
2022,3,8,16,31.19,6.1,240.07,31.37
2022,3,8,17,30.06,3.55,81.05,31.95
2022,3,8,18,29.13,1.87,3.2,29.77
2022,3,8,19,27.96,1.61,0.0,34.31
2022,3,8,20,26.44,2.83,0.0,43.79
2022,3,8,21,25.81,4.07,0.0,45.45
2022,3,8,22,25.41,5.2,0.0,43.96
2022,3,8,23,24.89,6.34,0.0,42.38
2022,3,9,0,24.21,7.14,0.0,43.31
2022,3,9,1,23.57,6.9,0.0,45.11
2022,3,9,2,23.17,6.42,0.0,45.93
2022,3,9,3,22.75,5.93,0.0,47.3
2022,3,9,4,22.44,5.96,0.0,49.21
2022,3,9,5,22.14,6.12,0.0,51.9
2022,3,9,6,22.16,6.7,4.05,53.98
2022,3,9,7,22.65,7.31,90.68,54.84
2022,3,9,8,23.91,7.81,263.55,53.78
2022,3,9,9,25.73,8.28,460.62,49.86
2022,3,9,10,27.48,7.66,645.2,45.5
2022,3,9,11,28.92,6.63,754.62,41.74
2022,3,9,12,29.98,5.81,824.17,38.66
2022,3,9,13,30.67,5.15,831.75,36.44
2022,3,9,14,31.0,4.5,666.95,35.1
2022,3,9,15,30.95,3.77,517.75,34.61
2022,3,9,16,30.54,2.86,321.4,34.89
2022,3,9,17,29.15,1.7,114.25,38.04
2022,3,9,18,28.11,1.0,4.3,40.89
2022,3,9,19,27.29,0.35,0.0,44.59
2022,3,9,20,26.31,1.22,0.0,48.84
2022,3,9,21,25.64,2.06,0.0,50.42
2022,3,9,22,25.25,2.7,0.0,50.45
2022,3,9,23,24.91,3.25,0.0,49.83
2022,3,10,0,24.5,3.93,0.0,47.93
2022,3,10,1,24.08,4.84,0.0,45.14
2022,3,10,2,23.52,5.38,0.0,46.01
2022,3,10,3,22.98,5.72,0.0,48.17
2022,3,10,4,22.53,5.85,0.0,49.87
2022,3,10,5,22.17,5.87,0.0,51.62
2022,3,10,6,21.96,6.05,6.25,53.67
2022,3,10,7,22.65,6.78,131.38,53.37
2022,3,10,8,24.1,6.44,349.0,50.92
2022,3,10,9,26.56,6.55,557.0,46.5
2022,3,10,10,28.77,6.0,714.42,43.93
2022,3,10,11,30.26,5.44,681.83,39.83
2022,3,10,12,31.39,4.87,692.38,35.83
2022,3,10,13,32.32,4.13,847.75,31.94
2022,3,10,14,33.13,3.35,599.45,27.84
2022,3,10,15,33.54,2.62,473.33,24.98
2022,3,10,16,33.23,1.85,287.2,24.76
2022,3,10,17,30.77,0.6,106.07,33.08
2022,3,10,18,28.94,0.65,4.32,40.78
2022,3,10,19,28.23,1.61,0.0,43.6
2022,3,10,20,27.22,2.8,0.0,46.63
2022,3,10,21,26.35,3.36,0.0,49.84
2022,3,10,22,25.71,3.47,0.0,51.27
2022,3,10,23,25.36,3.74,0.0,50.3
2022,3,11,0,25.11,4.35,0.0,47.67
2022,3,11,1,24.79,5.33,0.0,44.33
2022,3,11,2,24.25,6.22,0.0,42.97
2022,3,11,3,23.58,6.64,0.0,43.86
2022,3,11,4,23.02,6.79,0.0,45.39
2022,3,11,5,22.62,6.98,0.0,46.41
2022,3,11,6,22.38,7.19,6.3,47.31
2022,3,11,7,23.04,7.84,119.1,45.78
2022,3,11,8,24.76,7.59,310.25,41.87
2022,3,11,9,27.41,7.66,501.08,37.96
2022,3,11,10,29.67,7.43,659.2,36.41
2022,3,11,11,31.53,7.44,789.42,32.68
2022,3,11,12,32.66,7.23,793.85,30.1
2022,3,11,13,33.3,6.59,792.83,28.7
2022,3,11,14,33.59,5.7,735.5,27.76
2022,3,11,15,33.77,4.62,521.88,26.07
2022,3,11,16,34.0,3.07,314.17,22.67
2022,3,11,17,32.58,1.07,114.93,23.28
2022,3,11,18,30.72,0.45,4.93,29.37
2022,3,11,19,29.19,1.75,0.0,37.42
2022,3,11,20,27.89,2.82,0.0,42.85
2022,3,11,21,26.84,3.57,0.0,46.66
2022,3,11,22,26.21,4.13,0.0,48.84
2022,3,11,23,25.75,4.51,0.0,50.21
2022,3,12,0,25.35,4.76,0.0,50.95
2022,3,12,1,25.16,4.72,0.0,50.76
2022,3,12,2,25.02,4.69,0.0,49.46
2022,3,12,3,24.81,4.87,0.0,47.32
2022,3,12,4,24.52,5.24,0.0,45.67
2022,3,12,5,24.08,5.71,0.0,45.1
2022,3,12,6,23.46,5.99,7.2,46.25
2022,3,12,7,23.9,6.52,125.43,44.91
2022,3,12,8,25.11,5.78,318.4,41.61
2022,3,12,9,27.08,5.24,520.83,38.52
2022,3,12,10,28.88,4.69,740.4,36.94
2022,3,12,11,30.13,3.92,786.15,36.98
2022,3,12,12,30.78,3.26,810.28,36.61
2022,3,12,13,31.03,2.99,781.35,36.6
2022,3,12,14,30.94,3.06,651.92,37.48
2022,3,12,15,30.52,3.33,506.45,39.04
2022,3,12,16,29.66,3.75,315.55,42.14
2022,3,12,17,28.16,4.11,111.43,48.43
2022,3,12,18,26.51,3.72,4.82,55.99
2022,3,12,19,25.8,3.14,0.0,58.75
2022,3,12,20,25.35,2.65,0.0,59.82
2022,3,12,21,25.05,2.42,0.0,60.24
2022,3,12,22,24.83,2.25,0.0,60.0
2022,3,12,23,24.73,2.08,0.0,58.28
2022,3,13,0,24.8,1.9,0.0,55.5
2022,3,13,1,25.09,1.46,0.0,52.67
2022,3,13,2,25.51,0.75,0.0,47.94
2022,3,13,3,25.57,0.34,0.0,46.99
2022,3,13,4,25.14,0.47,0.0,51.63
2022,3,13,5,24.61,0.68,0.0,56.88
2022,3,13,6,24.2,0.83,7.28,60.95
2022,3,13,7,24.59,1.15,124.25,61.36
2022,3,13,8,25.98,1.79,314.25,55.55
2022,3,13,9,27.65,1.72,490.95,49.54
2022,3,13,10,29.41,1.68,753.5,42.22
2022,3,13,11,31.17,1.64,810.25,35.15
2022,3,13,12,31.88,1.92,837.0,35.29
2022,3,13,13,31.87,2.58,853.9,37.88
2022,3,13,14,31.47,3.43,773.62,40.63
2022,3,13,15,30.59,4.61,565.65,45.05
2022,3,13,16,29.22,5.34,353.38,53.24
2022,3,13,17,27.23,5.6,130.02,65.74
2022,3,13,18,25.52,5.04,5.53,77.82
2022,3,13,19,24.93,4.07,0.0,82.76
2022,3,13,20,24.55,3.02,0.0,84.6
2022,3,13,21,24.15,2.48,0.0,86.15
2022,3,13,22,23.81,2.09,0.0,87.16
2022,3,13,23,23.53,1.79,0.0,87.74
2022,3,14,0,23.25,1.63,0.0,88.3
2022,3,14,1,23.13,1.59,0.0,87.5
2022,3,14,2,23.18,1.53,0.0,85.47
2022,3,14,3,23.23,1.46,0.0,83.47
2022,3,14,4,23.3,1.44,0.0,81.53
2022,3,14,5,23.33,1.43,0.0,79.82
2022,3,14,6,23.28,1.58,8.77,78.33
2022,3,14,7,24.05,2.1,145.27,72.86
2022,3,14,8,25.35,3.18,367.83,62.75
2022,3,14,9,27.33,3.17,579.7,52.0
2022,3,14,10,29.3,2.85,644.08,44.99
2022,3,14,11,30.91,2.97,878.42,38.34
2022,3,14,12,31.78,3.12,902.25,35.13
2022,3,14,13,32.09,3.19,808.14,34.29
2022,3,14,14,31.88,3.36,750.58,35.36
2022,3,14,15,31.23,3.75,583.62,38.12
2022,3,14,16,30.15,4.13,368.27,43.98
2022,3,14,17,28.32,4.46,138.25,54.94
2022,3,14,18,25.99,4.45,6.0,72.29
2022,3,14,19,24.87,4.01,0.0,83.18
2022,3,14,20,24.3,3.18,0.0,89.2
2022,3,14,21,23.85,2.72,0.0,94.42
2022,3,14,22,23.59,2.4,0.0,97.21
2022,3,14,23,23.43,2.14,0.0,97.84
2022,3,15,0,23.26,2.0,0.0,97.2
2022,3,15,1,23.07,2.0,0.0,94.96
2022,3,15,2,22.9,2.03,0.0,91.58
2022,3,15,3,22.79,2.12,0.0,87.07
2022,3,15,4,22.77,2.22,0.0,81.44
2022,3,15,5,22.95,2.29,0.0,74.15
2022,3,15,6,23.29,2.35,8.52,66.14
2022,3,15,7,24.68,2.27,136.05,55.72
2022,3,15,8,26.72,2.6,317.77,44.55
2022,3,15,9,28.95,1.87,459.67,38.84
2022,3,15,10,31.34,1.17,732.47,29.23
2022,3,15,11,32.61,0.97,871.42,24.44
2022,3,15,12,32.94,1.25,908.6,25.76
2022,3,15,13,32.76,1.71,847.85,29.16
2022,3,15,14,32.45,2.21,784.55,31.33
2022,3,15,15,32.01,2.63,583.45,32.84
2022,3,15,16,31.24,3.03,361.33,35.39
2022,3,15,17,29.63,3.48,132.38,41.57
2022,3,15,18,27.29,3.7,5.62,52.65
2022,3,15,19,26.25,3.68,0.0,59.79
2022,3,15,20,25.59,3.3,0.0,64.19
2022,3,15,21,25.08,3.15,0.0,66.68
2022,3,15,22,24.65,3.11,0.0,67.83
2022,3,15,23,24.29,3.18,0.0,67.29
2022,3,16,0,24.11,3.25,0.0,64.27
2022,3,16,1,24.11,3.26,0.0,59.24
2022,3,16,2,24.26,3.26,0.0,52.74
2022,3,16,3,24.38,3.37,0.0,46.97
2022,3,16,4,24.32,3.68,0.0,43.51
2022,3,16,5,24.08,4.21,0.0,41.39
